english,ekegusii,source,ref
"If thou shalt keep all these commandments to do them, which I command thee this day , to love the LORD thy God , and to walk ever in his ways ; then shalt thou add three cities more for thee, beside these three :","nainwe komoraarende na kobwata amachiiko aya nabaeire ase rituko ria reero na komwancha Omonene Nyasae oino, ase okobwatia chinchera chiaye botambe, erio nario moranyaare komenta emechie ende etato.",bible_ebible,DEU_19_9
"These be the words which Moses spake unto all Israel on this side Jordan in the wilderness , in the plain over against the Red sea , between Paran , and Tophel , and Laban , and Hazeroth , and Dizahab .","Egetabu eke nigo kebwate amang’ana Musa akwanete n’Abaisraeli ekero barenge ase erooro, moocha y’orooche rwa Yorodani. Nigo barenge ase Ekerubo Ekiomo + 1:1 Ekerubo Ekiomo: engencho yaye ase aomo ime ye enyancha embariri atari komera kende kerigereretie Sufu, obogati bw’omochie o Parani ase ensemo eyemo, na emechie ya Tofeli na Labani, na Haseroti, na Disahabu ase ensemo ende.",bible_ebible,DEU_1_1
"The LORD your God hath multiplied you, and, behold, ye are this day as the stars of heaven for multitude .","Omonene Nyasae oino, obamentekanirie mono, na bono inwe nigo more abange mono buna ching’enang’eni chia igoro.",bible_ebible,DEU_1_10
"(The LORD God of your fathers make you a thousand times so many more as ye are , and bless you, as he hath promised you!)","Tiga Omonene, Nyasae bw’echisokoro chiaino, abamentekanie ara elifu, mobe abange goetania buna more bono, naende abasesenie buna ariete eira.",bible_ebible,DEU_1_11
"How can I myself alone bear your cumbrance , and your burden , and your strife ?",Korende naki ndakore inyare inche bweka kobogoria egurube enene y’okogaayana emechando yaino,bible_ebible,DEU_1_12
"Take you wise men , and understanding , and known among your tribes , and I will make them rulers over you.","chora abanto abang’aini, abare abamanyi, abanto bamanyekanete buya korwa ase kera egesaku, na inche nimbabeeke babe abataang’ani baino. - 1:13 Okong’ 18:21-22",bible_ebible,DEU_1_13
"And ye answered me, and said , The thing which thou hast spoken is good for us to do .",Inwe nigo mwancheranete buna ayio namaya na buna moyakore.,bible_ebible,DEU_1_14
"So I took the chief of your tribes , wise men , and known , and made them heads over you, captains over thousands , and captains over hundreds , and captains over fifties , and captains over tens , and officers among your tribes .","Ase ayio nkabeeka abanto baria abang’aini na bamanyekanete buya, abwo mwachorete korwa ase ebisaku biaino nkababeeka koba abaraai baino. Abande ase chilifu, na abande ase amagana, na abande ase emerongo etano, na abande ase ikomi. Naboigo nkababeeka abateneneri bande b’ebisaku biaino bionsi.",bible_ebible,DEU_1_15
"And I charged your judges at that time , saying , Hear the causes between your brethren , and judge righteously between every man and his brother , and the stranger that is with him.","Ase engaki eria ngachiika abagaambi baino, nkabateebia: Motegerere ebiina bire ase egati y’Abaisraeli bamino. Monache ekiina kia boronge, keraabe ase egati y’omonto n’oyomwabo, gose ase egati yaye n’omomenyi omenyete bwoye.",bible_ebible,DEU_1_16
"Ye shall not respect persons in judgment ; but ye shall hear the small as well as the great ; ye shall not be afraid of the face of man ; for the judgment is God’s : and the cause that is too hard for you, bring it unto me, and I will hear it.","Timoba n’ogwanchereria komokonacha ebiina; mokore boronge, abe omonto omoke gose omonene. Timoiroka omonto onde bwensi, ekiagera okonacha mogokora nigo gokorwa ase Nyasae. Onye kiina kende gionsi kere egekong’u ase more, mokendetere, na inche ninkenache.",bible_ebible,DEU_1_17
And I commanded you at that time all the things which ye should do .,Naboigo ase engaki eria nabachiigete igoro y’amang’ana onsi mogwenerete gokora. Abanto chirooti bagatomwa korwa ase Kadeshi‐Barinea (Omob 13:1-33),bible_ebible,DEU_1_18
"And when we departed from Horeb , we went through all that great and terrible wilderness , which ye saw by the way of the mountain of the Amorites , as the LORD our God commanded us; and we came to Kadesh-barnea .","Intwe togakora buna Omonene, Nyasae oito, atochiigete. Tokarua ase egetunwa gia Sinai, tokageenda, togaeta ase egati y’erooro enene ekwoboyia mono, eria mwarooche ase ense y’ebitunwa bia Abaamori; erio togaika Kadeshi‐Barinea.",bible_ebible,DEU_1_19
( There are eleven days’ journey from Horeb by the way of mount Seir unto Kadesh-barnea .),Nigo rore orogendo rwa amatuko ikomi na rimo korwa ase egetunwa kia Horebu goetera ase ense y’ebitunwa bia Edomu goika Kadeshi‐Barinea.,bible_ebible,DEU_1_2
"And I said unto you, Ye are come unto the mountain of the Amorites , which the LORD our God doth give unto us.","’Nkabateebia: Bono mwaikire ase ense y’ebitunwa y’Abaamori, eyi’Omonene, Nyasae oito, agochia gotoa.",bible_ebible,DEU_1_20
"Behold , the LORD thy God hath set the land before thee: go up and possess it , as the LORD God of thy fathers hath said unto thee; fear not, neither be discouraged .","Rigereria, Omonene Nyasae oino, obaeire ense eria. Genda moyeire ebe eyaino, buna Omonene, Nyasae bw’echisokoro chiaino, abateebirie. Timoiroka, gose timokwa emioyo.",bible_ebible,DEU_1_21
"And ye came near unto me every one of you, and said , We will send men before us, and they shall search us out the land , and bring us word again by what way we must go up , and into what cities we shall come .","Erio inwe mwensi mogaacha ase ’nde, moganteebia: Totome abanto bagende koroota ense eria, erinde batorentere amang’ana buna ense eria ere, barore enchera togochia goetera, naende emechie eria togochia koira, buna ere.",bible_ebible,DEU_1_22
"And the saying pleased me well : and I took twelve men of you, one of a tribe :","Amang’ana ayio akarorekana ase ’nde ng’a namaya, na inche ngachoora abanto ikomi na babere, oyomo korwa ase kera egesaku.",bible_ebible,DEU_1_23
"And they turned and went up into the mountain , and came unto the valley of Eshcol , and searched it out .","Abanto abwo bakageenda gochia ase ense eria y’ebitunwa, bagaika ase ense omweya y’Esikoli, bakaroota ense eria.",bible_ebible,DEU_1_24
"And they took of the fruit of the land in their hands , and brought it down unto us, and brought us word again , and said , It is a good land which the LORD our God doth give us.","Bakanyora okwama gw’ense eria, bagakorenta ase tore, naende bagatorentera amang’ana aya barooche agwo ase ense eria, bagakwana: Ense eri’Omonene Nyasae oito, agochia gotoa nigo ere entobu mono.",bible_ebible,DEU_1_25
"And ye murmured in your tents , and said , Because the LORD hated us, he hath brought us forth out of the land of Egypt , to deliver us into the hand of the Amorites , to destroy us.","Mokemurungania ekero mwamenyete ase chiema chiaino, mogateeba: Omonene nigo atogeechete, nakio kiagerete agatorusia korwa ase ense ya Misiri, erinde atobeeke ase amaboko ya Abaamori, nabarabwo batoite na gotosiria.",bible_ebible,DEU_1_27
"Whither shall we go up ? our brethren have discouraged our heart , saying , The people is greater and taller than we; the cities are great and walled up to heaven ; and moreover we have seen the sons of the Anakims there.","Nase ki toragende aroro? Abaminto batwoboirie, ekiagera bateebire ng’a abanto bare ase ense eria n’abanene naende n’abatambe gotobua. Emechie yabo n’emenene, naende nigo egiteire chindwaki chigete igoro. Naende ntwarora amamonto aroro.",bible_ebible,DEU_1_28
"Then I said unto you, Dread not, neither be afraid of them.",Korende nkabateebia: Timoiroka abanto baria.,bible_ebible,DEU_1_29
"And it came to pass in the fortieth year , in the eleventh month , on the first day of the month , that Moses spake unto the children of Israel , according unto all that the LORD had given him in commandment unto them;","Ase rituko rie ritang’ani ri’omotienyi o ikomi nomo, omwaka bw’emerongo ene, korwa barwete Misiri, Musa akabateebia amang’ana onsi ayi’Omonene amochiigete abateebie.",bible_ebible,DEU_1_3
"The LORD your God which goeth before you, he shall fight for you, according to all that he did for you in Egypt before your eyes ;","Omonene Nyasae oino, oria okobaraa, nere orabarwanere esegi buna mwarooche ay’abakorerete ekero mwarenge Misiri,",bible_ebible,DEU_1_30
"Who went in the way before you, to search you out a place to pitch your tents in , in fire by night , to shew you by what way ye should go , and in a cloud by day .","nonya oyorenge kobatang’ana botambe na kobarigeria aase mware gochia gotoora. Ase obotuko nigo arenge kobaraa n’omorero, na ase omobaso obaraa ne riire, koborokia aase mware goetera. Omonene okoa Abaisraeli egesusuro (Omob 14:20-35)",bible_ebible,DEU_1_33
"Surely there shall not one of these men of this evil generation see that good land , which I sware to give unto your fathers ,","Ekeene, onde tari ase abanto b’ekegori eke ekebe oraike ase ense eria entobu narierete chisokoro chiaino eira ng’a nimbayee,",bible_ebible,DEU_1_35
"Save Caleb the son of Jephunneh ; he shall see it, and to him will I give the land that he hath trodden upon , and to his children , because he hath wholly followed the LORD .","otatiga Kalebu mosinto o Yefune. Ere nasoe ense eria. Ere obeire omwegenwa ase inde nimoyee ere na ororeeria rw’aye, ense eyio arotire.",bible_ebible,DEU_1_36
"Also the LORD was angry with me for your sakes , saying , Thou also shalt not go in thither .",Ase engencho yaino Omonene nigo abeete n’endamwamu ase inde agateeba “Nonya naye Musa tokonyaara gosoa ase ense eria.”,bible_ebible,DEU_1_37
"But Joshua the son of Nun , which standeth before thee, he shall go in thither: encourage him: for he shall cause Israel to inherit it.","Korende Yoshua, mosinto o Nuni, omokonyi oo, nere orasoe aroro. Mobeeke chinguru, omoremie, ekiagera nere oraraae Abaisraeli bagende koira ense eria.",bible_ebible,DEU_1_38
"Moreover your little ones , which ye said should be a prey , and your children , which in that day had no knowledge between good and evil , they shall go in thither, and unto them will I give it, and they shall possess it.","Naende Omonene agatoteebia twensi: Abana baino abake abwo mwateebete ng’a ’nabooswe, abwo ase rituko ria reero bataramanya ayaare amabe gose amaya, nabwo baraike ase ense eria, inche nimbayee ebe eyabo.",bible_ebible,DEU_1_39
"But as for you, turn you, and take your journey into the wilderness by the way of the Red sea .","Korende inwe onchoka, mogende gochia ase erooro, gochia ase enchera ekogeenda ase omosomo bwa Akaba.",bible_ebible,DEU_1_40
"Then ye answered and said unto me, We have sinned against the LORD , we will go up and fight , according to all that the LORD our God commanded us. And when ye had girded on every man his weapons of war , ye were ready to go up into the hill .","Erio mokang’iraneria moganteebia: Musa twakorire ebibe ase Omonene, korende bono ’nkogeenda tore korwana esegi buna Omonene Nyasae oito, atochiigete. Kera omonto ase more akabogoria ebirwanero biaye bi’eseegi, akarengereria ng’a namang’ana amagusu kogeenda koira ense eria y’ebitunwa.",bible_ebible,DEU_1_41
"And the LORD said unto me, Say unto them, Go not up , neither fight ; for I am not among you; lest ye be smitten before your enemies .","Omonene aganteebia: Bakanie, obateebie ng’a tibaabaisa kogeenda korwana esegi, ekiagera inche Omonene tindi amo nabarabwo. Kobaragende nigo bagochia kobugwa n’ababisa baabo.",bible_ebible,DEU_1_42
"So I spake unto you; and ye would not hear , but rebelled against the commandment of the LORD , and went presumptuously up into the hill .","’Nkabateebia amang’ana ayi’Omonene akwanete, korende mokaanga koigwera, mogasaria amang’ana Omonene abachiigete, mokageenda n’obomwenu + 1:43 obomwenu: nakwo ogoteeba, oboenenu. ase ense eria y’ebitunwa.",bible_ebible,DEU_1_43
"And the Amorites , which dwelt in that mountain , came out against you, and chased you, as bees do , and destroyed you in Seir , even unto Hormah .",Abaamori abamenyete ase ense eria bagaacha bakabaumokera buna chinchoke. Bakabaseria goika Horima erio bakababua agwo ase ense y’ebitunwa ya Edomu.,bible_ebible,DEU_1_44
"And ye returned and wept before the LORD ; but the LORD would not hearken to your voice , nor give ear unto you.","Erio inwe, mokarera ase Omonene abakoonye, korende Omonene taigwete ekerero kiaino gose tabategererete. Emiaka Abaisraeli bamenyete ase erooro",bible_ebible,DEU_1_45
"So ye abode in Kadesh many days , according unto the days that ye abode there .",Ekio gekagera mokabeera agwo Kadeshi ase amatuko amaange.,bible_ebible,DEU_1_46
"On this side Jordan , in the land of Moab , began Moses to declare this law , saying ,","Nigo yarenge ekero abanto barenge ase ense ya Moabu, moocha y’orooche rwa Yorodani, Musa agachaaka kworokereria na kwegeria amachiiko a Nyasae. Ogoteeba,",bible_ebible,DEU_1_5
"The LORD our God spake unto us in Horeb , saying , Ye have dwelt long enough in this mount :","Ekero twarenge ase egetunwa gia Sinai, Omonene, Nyasae oito, agakwana naintwe, agatoteebia, “Mwabereire aiga ase egetunwa eke ase egeka geisaine.",bible_ebible,DEU_1_6
"Turn you, and take your journey , and go to the mount of the Amorites , and unto all the places nigh thereunto, in the plain , in the hills , and in the vale , and in the south , and by the sea side , to the land of the Canaanites , and unto Lebanon , unto the great river , the river Euphrates .","Tagora ebigutu imoka mochaake orogeendo rwaino. Genda gochia ase ense y’ebitunwa y’Abaamori, na ase abanto b’echinse chietanaineo-gochia ase Ekerubo kia Jorodani, na ase ense y’ebitunwa, na ase ense omweya, na ase ense ere ang’e n’Enyancha Enene. Mogende ase ense y’ Abakaanani gochia ase egetunwa kia Lebanoni, na goikera ase orooche roria oronene rw’Eufarati.",bible_ebible,DEU_1_7
"Behold , I have set the land before you: go in and possess the land which the LORD sware unto your fathers , Abraham , Isaac , and Jacob , to give unto them and to their seed after them.","Eyio yonsi n’ense inche Omonene nariete eira koa chisokoro chiaino Aburaamu, na Isaka, na Yakobo, chisokoro chiaino, amo n’abanto b’ororeeria rwabo. Genda moyeire.” Musa ogochoora abagaambi (Okong’ 18:13-27)",bible_ebible,DEU_1_8
"And I spake unto you at that time , saying , I am not able to bear you myself alone :","Musa agakwana n’abanto, Ase engaki eria twarenge egetunwa gia Sinai nigo nabateebetie ng’a inche bweka tinkonyaara kobaraa.",bible_ebible,DEU_1_9
"When thou goest out to battle against thine enemies , and seest horses , and chariots , and a people more than thou, be not afraid of them: for the LORD thy God is with thee, which brought thee up out of the land of Egypt .","“Ekero moraabe mokogeenda korwania ababisa baino esegi, na mokorora chibarasi, ne’chigari, na abarwani babo bare abange kobua abaino, timobairoka, ekiagera Omonene Nyasae oino, oria obarusetie korwa ase ense ya Misiri, nigo are amo nainwe.",bible_ebible,DEU_20_1
"When thou comest nigh unto a city to fight against it, then proclaim peace unto it.","“Komogoika ang’e n’omochie mogochia korwania esegi, ritang’ani morarie amang’ana y’omorembe ase abanto b’omochie oyio.",bible_ebible,DEU_20_10
"And it shall be, if it make thee answer of peace , and open unto thee, then it shall be, that all the people that is found therein shall be tributaries unto thee, and they shall serve thee.","Onye bakoiraneria ng’a berure abanyene ase more na kobaa ribaga mosoe ase omochie obo, rirorio abanto bonsi bare ase omochie oria ’mbabe bakobakorera emeremo emekong’u na babe abasomba baino.",bible_ebible,DEU_20_11
"And if it will make no peace with thee, but will make war against thee, then thou shalt besiege it:","Korende onye bakwanga kwerua abanyene ase more, korende baabarwanie esegi, rirorio moire omochie obo na komenyao.",bible_ebible,DEU_20_12
"And when the LORD thy God hath delivered it into thine hands , thou shalt smite every male thereof with the edge of the sword :","Omonene Nyasae oino, kayobeekire ase amaboko aino, moite n’emioro abanto abasacha bonsi bareo.",bible_ebible,DEU_20_13
"But the women , and the little ones , and the cattle , and all that is in the city , even all the spoil thereof, shalt thou take unto thyself; and thou shalt eat the spoil of thine enemies , which the LORD thy God hath given thee.","Korende abakungu babo, na abana mobaire babe abaino, amo ne’chitugo chionsi. Ebinto bionsi ebire ase omochie oyio mobisakore, mobiire bibe ebiaino, nainwe mogookere ebisakorwa biababisa baino. Omonene Nyasae oino, nere obabieire.",bible_ebible,DEU_20_14
"Thus shalt thou do unto all the cities which are very far off from thee, which are not of the cities of these nations .","Ayio naro morakore ase emechie ere aare korwa ase more, eyio etari y’ abanto bare ang’e naiga.",bible_ebible,DEU_20_15
"But of the cities of these people , which the LORD thy God doth give thee for an inheritance , thou shalt save alive nothing that breatheth :","“Korende ase emechie y’ abanto b’ense eyi’Omonene Nyasae oino, agochia kobaa ebe omwando oino, timotiga getongwa kende gionsi kereo kebe moyo.",bible_ebible,DEU_20_16
"But thou shalt utterly destroy them; namely , the Hittites , and the Amorites , the Canaanites , and the Perizzites , the Hivites , and the Jebusites ; as the LORD thy God hath commanded thee:","Moite Abahiti, na Abaamori, na Abakaanani, na Abaperisi, na Abahivi, na Abayebusi, mobasirie kegima buna Omonene Nyasae oino, abachiigete.",bible_ebible,DEU_20_17
"That they teach you not to do after all their abominations , which they have done unto their gods ; so should ye sin against the LORD your God .","Erio nario batabaise koborokereria inwe gokora okogeechia kwabo, okwo banarete ase ogosasiima chinyasae chiabo na gochikorera, na kogera inwe mokore ebibe ase Omonene Nyasae oino.",bible_ebible,DEU_20_18
"When thou shalt besiege a city a long time , in making war against it to take it, thou shalt not destroy the trees thereof by forcing an axe against them: for thou mayest eat of them, and thou shalt not cut them down (for the tree of the field is man’s life ) to employ them in the siege :","“Ekero mwanaaririe omochie na koyoboera ase engaki entambe, na koyorwania esegi, erinde moyoire, timobaisa gosaria emete ereo. Monyaare koria amatunda y’emete eyio, korende timoyegeecha. Inee! Emete nero n’abanto erinde moyesirie?",bible_ebible,DEU_20_19
"And it shall be, when ye are come nigh unto the battle , that the priest shall approach and speak unto the people ,","Ekero mogoika ang’e nase esegi ekorwanera, Omokuani ageende bosio, akwane n’abanto,",bible_ebible,DEU_20_2
"Only the trees which thou knowest that they be not trees for meat , thou shalt destroy and cut them down ; and thou shalt build bulwarks against the city that maketh war with thee, until it be subdued .","Mogeeche emete eria yoka momanyete ng’a teri kwama amatunda akoriegwa. Moyekorere emeremo y’okoagachera aase mogokengana korwa ase omochie oria mokorwania esegi, goika obugwe.",bible_ebible,DEU_20_20
"And shall say unto them, Hear , O Israel , ye approach this day unto battle against your enemies : let not your hearts faint , fear not, and do not tremble , neither be ye terrified because of them;","abateebie: Inwe Abaisraeli, tegerera! Bono mwabeire ang’e kogeenda korwania ababisa baino. Timobaisa gokwa emioyo, timoiroka gose koiguswa, gose timoboboa,",bible_ebible,DEU_20_3
"For the LORD your God is he that goeth with you, to fight for you against your enemies , to save you.","ekiagera Omonene Nyasae oino, nagende amo nainwe, erio arwanie ababisa baino na kobarentera obobui.",bible_ebible,DEU_20_4
"And the officers shall speak unto the people , saying , What man is there that hath built a new house , and hath not dedicated it? let him go and return to his house , lest he die in the battle , and another man dedicate it.","“Erio abateneneri bakwane n’abanto, baabateebie: Onye omonto ore aiga oagachire enyomba, korende tarayemenya, tiga airane bwoye, tabaisa gochia gokwera ase esegi, na omonto omoao achie koira enyomba yaye na koyemenya.",bible_ebible,DEU_20_5
"And what man is he that hath planted a vineyard , and hath not yet eaten of it? let him also go and return unto his house , lest he die in the battle , and another man eat of it.","Gose onye omonto ore aiga osimegete emesabibu ase omogondo oye, nere tararia amatunda korwao, tiga airane ageende ’nka, tabaisa gochia gokwera ase esegi, na omonto omoao achie koria amatunda y’omogondo oye.",bible_ebible,DEU_20_6
"And what man is there that hath betrothed a wife , and hath not taken her? let him go and return unto his house , lest he die in the battle , and another man take her.","Gose onye omonto ore aiga, oriereire omoiseke boko, ko taramorenta ’nka bwoye, tiga oyio airane agende ’nka, tabaisa gochia gokwera ase esegi, na omonto omoao achie koira omoiseke oria.",bible_ebible,DEU_20_7
"And the officers shall speak further unto the people , and they shall say , What man is there that is fearful and fainthearted ? let him go and return unto his house , lest his brethren’s heart faint as well as his heart .","“Naende abateneneri baria bagenderere gokwana n’abanto, babateebie: Onye omonto ore aiga ore omwoba, ore n’enkoro eondogete, oyio tiga airane agende ’nka bwoye, tabaisa kogera chinkoro chi ’abaamwabo chiondoke buna aondogete ere omonyene.",bible_ebible,DEU_20_8
"And it shall be, when the officers have made an end of speaking unto the people , that they shall make captains of the armies to lead the people .","Na ekero abateneneri baria bakoorire gokwana n’abarwani baria, bachoore abatang’ani babe bakoraa abarwani b’esegi.",bible_ebible,DEU_20_9
"If one be found slain in the land which the LORD thy God giveth thee to possess it, lying in the field , and it be not known who hath slain him:","“Omonto karanyorekane oitirwe okuure ore orosana ime agwo ase ense eri’Omonene Nyasae oino, agochia kobaa, na onye omonto omoita tamanyekaneti,",bible_ebible,DEU_21_1
"When thou goest forth to war against thine enemies , and the LORD thy God hath delivered them into thine hands , and thou hast taken them captive ,","“Ekero mokogeenda ase esegi korwania ababisa baino, n’Omonene Nyasae oino, ababeeke ase amaboko aino, nainwe mobabue na moboose,",bible_ebible,DEU_21_10
"And seest among the captives a beautiful woman , and hast a desire unto her, that thou wouldest have her to thy wife ;","n’onde oino arore omokungu ore omonyakieni ase egati yabooswa abwo, nere aganie komoira abe mokaaye,",bible_ebible,DEU_21_11
"Then thou shalt bring her home to thine house ; and she shall shave her head , and pare her nails ;","rirorio amoire ’nka bwoye, na omokungu oria akigite etukia y’omotwe oye naende aninte chinchara chiaye.",bible_ebible,DEU_21_12
"And she shall put the raiment of her captivity from off her, and shall remain in thine house , and bewail her father and her mother a full month : and after that thou shalt go in unto her, and be her husband , and she shall be thy wife .","Aonchoorerie chianga chiria abegete ekero oosetwe, na agenderere kobeera agwo enka y’omonto oyio, abe okoreera ise na ng’ina ase engaki y’omotienyi omogima. Magega yaye omonto oria amotware abe mokaaye.",bible_ebible,DEU_21_13
"And it shall be, if thou have no delight in her, then thou shalt let her go whither she will ; but thou shalt not sell her at all for money , thou shalt not make merchandise of her, because thou hast humbled her.","Korende keraabe ng’a tagookiri n’omokuungu oyio, amoe ribaga agende aande onsi ase aranche, korende tamoonia chitaabu gose komokorera buna agokorera omosomba, ekiagera igo amobetereretie koba nere, na akamoa obosooku. Igoro y’omomura omotangi okoira omwando",bible_ebible,DEU_21_14
"If a man have two wives , one beloved , and another hated , and they have born him children , both the beloved and the hated ; and if the firstborn son be hers that was hated :","“Nenyaare koba ng’a omonto nabwate abakungu babere; ere nigo anchete oyomo na bwangete oria onde. Abakungu abwo bonsi babere baiboreire omosacha oyio abana, korende omwana omoisia omotangi nigo are oyo bw’omokuungu oria angete.",bible_ebible,DEU_21_15
"Then it shall be, when he maketh his sons to inherit that which he hath, that he may not make the son of the beloved firstborn before the son of the hated , which is indeed the firstborn :","Ekero rituko ri’okobariera omwando riraike, omonto oria takoba ne ribaga gwanchereria omomura oye bw’omokuungu oria anchete, na komoa omwando bw’okoiborwa kw’obotangi ribaga ri’okomoa oria ore omotangi bori oiboreretwe n’omokuungu atancheti.",bible_ebible,DEU_21_16
"But he shall acknowledge the son of the hated for the firstborn , by giving him a double portion of all that he hath : for he is the beginning of his strength ; the right of the firstborn is his.","Goika amoe omomura oye omotangi chinibo ara kabere, nonya ore omwana bw’omokuungu atancheti. Omomura oyio nere omotangi; omwando bw’okoiborwa kw’obotangi n’oyoye. Igoro y’omomura otari koigwera",bible_ebible,DEU_21_17
"If a man have a stubborn and rebellious son , which will not obey the voice of his father , or the voice of his mother , and that , when they have chastened him, will not hearken unto them:","“Nenyaare koba ng’a omonto nabwate omwana omomura omobe, omoenenu, otari koigwera ise gose ng’ina, nonya bateemire komoa egesusuro ase okomoorongeyia, ere tari kobaigwera.",bible_ebible,DEU_21_18
"Then shall his father and his mother lay hold on him, and bring him out unto the elders of his city , and unto the gate of his place ;","Ise na ng’ina omwana oyio bamobwate, bamoire ase abagaaka b’omochie agwo ase bakogaambera ebiina geita ki’omochie.",bible_ebible,DEU_21_19
"Then thy elders and thy judges shall come forth , and they shall measure unto the cities which are round about him that is slain :","rirorio abagaaka baino amo n’abagaambi, bageende korenga oboaare korwa aase agwo omonto oyio akwerete goika ase emechie eetanaine ere ang’e nase agwo.",bible_ebible,DEU_21_2
"And they shall say unto the elders of his city , This our son is stubborn and rebellious , he will not obey our voice ; he is a glutton , and a drunkard .","Agwo bakwane amang’ana aya ase abagaaka baria: Omwana oyo oito nigo are omoenenu, na omosaria, tari gotoigwera, nigo are omoria bobe na gotinda ase okonywa.",bible_ebible,DEU_21_20
"And all the men of his city shall stone him with stones , that he die : so shalt thou put evil away from among you; and all Israel shall hear , and fear .","Erio agwo abanto bonsi b’omochie oye bamoake amagena goika akwe. Ase enchera eyio morusie obobe borue ase egati yaino. Abaisraeli bonsi kobaraigwe ayio, mbairoke. Amachiiko ande ao ao",bible_ebible,DEU_21_21
"And if a man have committed a sin worthy of death , and he be to be put to death , and thou hang him on a tree :","“Onye omonto okorire ebibe na koegwa egesusuro ki’ogoitwa, asungwe ase omote.",bible_ebible,DEU_21_22
"And it shall be, that the city which is next unto the slain man , even the elders of that city shall take an heifer , which hath not been wrought with , and which hath not drawn in the yoke ;","Erio abagaaka b’omochie oranyorekane ore ang’e kobua nase omonto oyio akwerete, bachoore ritororo ritarakorigwa emeremo, gose ritarasiberwa rikorogoto ase ogokuruura ebinto.",bible_ebible,DEU_21_3
"And the elders of that city shall bring down the heifer unto a rough valley , which is neither eared nor sown , and shall strike off the heifer’s neck there in the valley :","Barabwo baire ritororo riria, baritirimbokie gochia ase rigoko ase orooche rore n’amaache agotirimboka, rigoko ritana koremwa gose gosimekwa chindagera, na aroro agwo ase rigoko, babune ebigoti bie ritororo riria.",bible_ebible,DEU_21_4
"And the priests the sons of Levi shall come near ; for them the LORD thy God hath chosen to minister unto him, and to bless in the name of the LORD ; and by their word shall every controversy and every stroke be tried:","Na abakuani Abalawi bagende agwo ase rigoko, ekiagera Omonene Nyasae oino, abachoorire bamokorere na gosesenia ase erieta riaye. Ase ring’ana riabo kera eriomana na ogokorerana bobe ase obotindi ’nabinachwe.",bible_ebible,DEU_21_5
"And all the elders of that city , that are next unto the slain man , shall wash their hands over the heifer that is beheaded in the valley :",Abagaaka bonsi b’omochie oria ore ang’e kobua nase aria omonto oria aiteretwe baisaabere amaboko abo igoro ase ritororo riria riabunetwe ebigoti agwo ase rigoko.,bible_ebible,DEU_21_6
"And they shall answer and say , Our hands have not shed this blood , neither have our eyes seen it .","Erio bakwane amang’ana aya ase okoenekia oborori bwabo: Amaboko aito tari aro aitera amanyinga aya, gose amaiso aito tarooche ayio kagokorwa.",bible_ebible,DEU_21_7
"Be merciful , O LORD , unto thy people Israel , whom thou hast redeemed , and lay not innocent blood unto thy people of Israel’s charge . And the blood shall be forgiven them.","Aye Omonene, abera abanto bao Abaisraeli, aba kwabooretie; tobabarera okomocha oko kw’ogoiterwa kw’amanyinga y’omonto otari na komocha. Naboigo baaberwe okomocha oko kw’ogoiterwa kw’amanyinga.",bible_ebible,DEU_21_8
"So shalt thou put away the guilt of innocent blood from among you, when thou shalt do that which is right in the sight of the LORD .",Goika morusie korwa ase more okomocha kw’ogoiterwa kw’amanyinga ’omonto otari na komocha; mokore boronge ase obosio bw’Omonene. Igoro y’abakuungu bugooswa korwa ase esegi,bible_ebible,DEU_21_9
Thou shalt not plow with an ox and an ass together .,"“Gokorema, tobaisa gosiberania eng’ombe n’etigere ching’use obokombe amo.",bible_ebible,DEU_22_10
"Thou shalt not wear a garment of divers sorts , as of woollen and linen together .",“Tobaisa kobeeka eanga eroiseranirie chiusi chi’amarionya na echi’egatani amo.,bible_ebible,DEU_22_11
"If any man take a wife , and go in unto her, and hate her,","“Nenyaare koba ng’a omonto onyuomire omokungu bamenyane, na magega y’ayio amwange,",bible_ebible,DEU_22_13
"And give occasions of speech against her, and bring up an evil name upon her, and say , I took this woman , and when I came to her, I found her not a maid :","amosoere ase amang’ana y’obonyaka, erio asarie erieta riaye, ogoteeba: Nigo naira omokungu oyo, na ekero naba nere tindoochi ebimanyererio bi’obwekungi bwaye.",bible_ebible,DEU_22_14
"Then shall the father of the damsel , and her mother , take and bring forth the tokens of the damsel’s virginity unto the elders of the city in the gate :","“Onye naboigo, ise na ng’ina omoiseke oria bamoire ase abagaaka b’omochie oria, ase bakogaambera agwo ase egeita, baabarentere ebimanyererio bi’obwekungi bw’omoiseke oria.",bible_ebible,DEU_22_15
"And the damsel’s father shall say unto the elders , I gave my daughter unto this man to wife , and he hateth her;","Ise omoiseke oria akwane n’abagaaka baria, abateebie: ’Naa omonto oyo omoiseke one abe mokaaye, na bono ere omwangire.",bible_ebible,DEU_22_16
"And, lo, he hath given occasions of speech against her , saying , I found not thy daughter a maid ; and yet these are the tokens of my daughter’s virginity . And they shall spread the cloth before the elders of the city .","Boigo osoereire omoiseke oyo one na omorenteire obosooku ogoteeba ng’a taroochi ebimanyererio bi’obwekungi bwaye. Korende rora aa, egetambaa eke nkebwate ebimanyererio bi’obwekungi bwaye. Erio barambore egetambaa keria ase amaiso ’abagaaka b’omochie oria.",bible_ebible,DEU_22_17
And the elders of that city shall take that man and chastise him;,"Erio abagaaka b’omochie oria babwate omosacha oria, bamoake ebiranya.",bible_ebible,DEU_22_18
