ekegusii,english,reason,headword,contributor,date,source,url
Onde taiyo ore mworo buna Omambia,,1 ekegusii vs 2 english,Omambia,Purity,"November 6, 2022",lughayangu,https://lughayangu.com/ekegusii/omambia
,means born early in the morning,1 ekegusii vs 2 english,Omambia,Purity,"November 6, 2022",lughayangu,https://lughayangu.com/ekegusii/omambia
,There is noone as lazy as Omambia,1 ekegusii vs 2 english,Omambia,Purity,"November 6, 2022",lughayangu,https://lughayangu.com/ekegusii/omambia
Omwarimu oria okorokwa Omariba ochire inka,,1 ekegusii vs 2 english,Omariba,Purity,"November 7, 2022",lughayangu,https://lughayangu.com/ekegusii/omariba
,born during rainy season,1 ekegusii vs 2 english,Omariba,Purity,"November 7, 2022",lughayangu,https://lughayangu.com/ekegusii/omariba
,The teacher called Omariba has gone home.,1 ekegusii vs 2 english,Omariba,Purity,"November 7, 2022",lughayangu,https://lughayangu.com/ekegusii/omariba
Omomura oria akorokwa Ombori,,1 ekegusii vs 2 english,Ombori,Purity,"November 7, 2022",lughayangu,https://lughayangu.com/ekegusii/ombori
,means born near goats,1 ekegusii vs 2 english,Ombori,Purity,"November 7, 2022",lughayangu,https://lughayangu.com/ekegusii/ombori
,That boy's name is Ombori,1 ekegusii vs 2 english,Ombori,Purity,"November 7, 2022",lughayangu,https://lughayangu.com/ekegusii/ombori
Omogaka bw'esiko achiete esabari,,1 ekegusii vs 0 english,Omogaka bw'esiko,Purity,"September 6, 2022",lughayangu,https://lughayangu.com/ekegusii/omogaka-bwesiko
Omogakone nandeterete eyanga.,,2 ekegusii vs 1 english,Omogakone,Naom Mokarabu,"March 24, 2024",lughayangu,https://lughayangu.com/ekegusii/omogakone
Naom Mokarabu,,2 ekegusii vs 1 english,Omogakone,Naom Mokarabu,"March 24, 2024",lughayangu,https://lughayangu.com/ekegusii/omogakone
,My husband brought me a cloth.,2 ekegusii vs 1 english,Omogakone,Naom Mokarabu,"March 24, 2024",lughayangu,https://lughayangu.com/ekegusii/omogakone
Omosubati,,3 ekegusii vs 2 english,Omokungu,Purity,"July 23, 2026",lughayangu,https://lughayangu.com/ekegusii/omokungu
Abasubati babegetwe goikaransa ensemo y'okorio ase enyangi ya moisonde,,3 ekegusii vs 2 english,Omokungu,Purity,"July 23, 2026",lughayangu,https://lughayangu.com/ekegusii/omokungu
,All females were seated to the right during the wedding ceremony held the day before yesterday,3 ekegusii vs 2 english,Omokungu,Purity,"July 23, 2026",lughayangu,https://lughayangu.com/ekegusii/omokungu
Omonto oyo nomuya,,4 ekegusii vs 3 english,Omonto,Zedekiah,"September 1, 2022",lughayangu,https://lughayangu.com/ekegusii/omonto
Ntagete omonto oyomo,,4 ekegusii vs 3 english,Omonto,Zedekiah,"September 1, 2022",lughayangu,https://lughayangu.com/ekegusii/omonto
#One,,4 ekegusii vs 3 english,Omonto,Zedekiah,"September 1, 2022",lughayangu,https://lughayangu.com/ekegusii/omonto
omonto obwate enkoro engiya agwanchwa na bonsi,,4 ekegusii vs 3 english,Omonto,Zedekiah,"September 1, 2022",lughayangu,https://lughayangu.com/ekegusii/omonto
,This is a good person,4 ekegusii vs 3 english,Omonto,Zedekiah,"September 1, 2022",lughayangu,https://lughayangu.com/ekegusii/omonto
,I want one person,4 ekegusii vs 3 english,Omonto,Zedekiah,"September 1, 2022",lughayangu,https://lughayangu.com/ekegusii/omonto
,A person with a good heart is loved by all,4 ekegusii vs 3 english,Omonto,Zedekiah,"September 1, 2022",lughayangu,https://lughayangu.com/ekegusii/omonto
Egesieri,,2 ekegusii vs 1 english,Omorangu,Purity,"July 23, 2026",lughayangu,https://lughayangu.com/ekegusii/omorangu
Omosi naetwe na anti orenge gwansa mono,,2 ekegusii vs 1 english,Omosi,Purity,"August 26, 2022",lughayangu,https://lughayangu.com/ekegusii/omosi
Nkoria omosi,,2 ekegusii vs 1 english,Omosi,Purity,"August 26, 2022",lughayangu,https://lughayangu.com/ekegusii/omosi
,The sugarcane my aunt gave me was very sweet,2 ekegusii vs 1 english,Omosi,Purity,"August 26, 2022",lughayangu,https://lughayangu.com/ekegusii/omosi
omosu oria omomwamu noturagetie amagena onsi,,3 ekegusii vs 2 english,Omosu,Purity,"September 6, 2022",lughayangu,https://lughayangu.com/ekegusii/omosu
riororo,,3 ekegusii vs 2 english,Omosu,Purity,"September 6, 2022",lughayangu,https://lughayangu.com/ekegusii/omosu
anyenyete omosu oria otigarete,,3 ekegusii vs 2 english,Omosu,Purity,"September 6, 2022",lughayangu,https://lughayangu.com/ekegusii/omosu
,The black hen hatched all its eggs,3 ekegusii vs 2 english,Omosu,Purity,"September 6, 2022",lughayangu,https://lughayangu.com/ekegusii/omosu
,he slaughtered the remaining hen,3 ekegusii vs 2 english,Omosu,Purity,"September 6, 2022",lughayangu,https://lughayangu.com/ekegusii/omosu
egasi y'omosubati n'enkong'u,,3 ekegusii vs 2 english,Omosubati,Purity,"September 11, 2022",lughayangu,https://lughayangu.com/ekegusii/omosubati
,A woman's job is difficult,3 ekegusii vs 2 english,Omosubati,Purity,"September 11, 2022",lughayangu,https://lughayangu.com/ekegusii/omosubati
Baiyereti omote korosi chibao,,3 ekegusii vs 2 english,Omote,Purity,"September 22, 2022",lughayangu,https://lughayangu.com/ekegusii/omote
Butora Omote oyo.,,3 ekegusii vs 2 english,Omote,Purity,"September 22, 2022",lughayangu,https://lughayangu.com/ekegusii/omote
Oirere,,3 ekegusii vs 2 english,Omote,Purity,"September 22, 2022",lughayangu,https://lughayangu.com/ekegusii/omote
,They fell the tree to make timber,3 ekegusii vs 2 english,Omote,Purity,"September 22, 2022",lughayangu,https://lughayangu.com/ekegusii/omote
,Cut down this tree.,3 ekegusii vs 2 english,Omote,Purity,"September 22, 2022",lughayangu,https://lughayangu.com/ekegusii/omote
Omwana ngochare,,9 ekegusii vs 7 english,omwana,sosimomanyi,"September 25, 2019",lughayangu,https://lughayangu.com/ekegusii/omwana
sosimomanyi,,9 ekegusii vs 7 english,omwana,sosimomanyi,"September 25, 2019",lughayangu,https://lughayangu.com/ekegusii/omwana
Nachire gokuna omwana.,,9 ekegusii vs 7 english,omwana,sosimomanyi,"September 25, 2019",lughayangu,https://lughayangu.com/ekegusii/omwana
Omwana bwa Kerubo akuete,,9 ekegusii vs 7 english,omwana,sosimomanyi,"September 25, 2019",lughayangu,https://lughayangu.com/ekegusii/omwana
Omwana orarire,,9 ekegusii vs 7 english,omwana,sosimomanyi,"September 25, 2019",lughayangu,https://lughayangu.com/ekegusii/omwana
omwana oye mbono are isano nemo,,9 ekegusii vs 7 english,omwana,sosimomanyi,"September 25, 2019",lughayangu,https://lughayangu.com/ekegusii/omwana
omwana o Jacky aatang'anete,,9 ekegusii vs 7 english,omwana,sosimomanyi,"September 25, 2019",lughayangu,https://lughayangu.com/ekegusii/omwana
Mama ateba orende omwana kera asoka,,9 ekegusii vs 7 english,omwana,sosimomanyi,"September 25, 2019",lughayangu,https://lughayangu.com/ekegusii/omwana
Doreen Nyang'ara,,9 ekegusii vs 7 english,omwana,sosimomanyi,"September 25, 2019",lughayangu,https://lughayangu.com/ekegusii/omwana
,Child/a new born/ underage,9 ekegusii vs 7 english,omwana,sosimomanyi,"September 25, 2019",lughayangu,https://lughayangu.com/ekegusii/omwana
,The child is coming,9 ekegusii vs 7 english,omwana,sosimomanyi,"September 25, 2019",lughayangu,https://lughayangu.com/ekegusii/omwana
,Have touched somebody’s child.,9 ekegusii vs 7 english,omwana,sosimomanyi,"September 25, 2019",lughayangu,https://lughayangu.com/ekegusii/omwana
,The child has fallen asleep,9 ekegusii vs 7 english,omwana,sosimomanyi,"September 25, 2019",lughayangu,https://lughayangu.com/ekegusii/omwana
,her child is in class six,9 ekegusii vs 7 english,omwana,sosimomanyi,"September 25, 2019",lughayangu,https://lughayangu.com/ekegusii/omwana
,Jacky's kid came first,9 ekegusii vs 7 english,omwana,sosimomanyi,"September 25, 2019",lughayangu,https://lughayangu.com/ekegusii/omwana
,Mother said to look after the child before leaving,9 ekegusii vs 7 english,omwana,sosimomanyi,"September 25, 2019",lughayangu,https://lughayangu.com/ekegusii/omwana
Onkoba agu inse obuneka okogoro,,1 ekegusii vs 2 english,Onkoba,Purity,"November 6, 2022",lughayangu,https://lughayangu.com/ekegusii/onkoba
,One born when lightning was striking/killing people in Kisii,1 ekegusii vs 2 english,Onkoba,Purity,"November 6, 2022",lughayangu,https://lughayangu.com/ekegusii/onkoba
,Onkoba fell down and broke his leg,1 ekegusii vs 2 english,Onkoba,Purity,"November 6, 2022",lughayangu,https://lughayangu.com/ekegusii/onkoba
Rero ne rituko ringiya,,3 ekegusii vs 2 english,Rero,Bironga Nyauma,"October 17, 2019",lughayangu,https://lughayangu.com/ekegusii/rero
rero obokendu bwabucha,,3 ekegusii vs 2 english,Rero,Bironga Nyauma,"October 17, 2019",lughayangu,https://lughayangu.com/ekegusii/rero
Rero ngochande,,3 ekegusii vs 2 english,Rero,Bironga Nyauma,"October 17, 2019",lughayangu,https://lughayangu.com/ekegusii/rero
,Today is a good day,3 ekegusii vs 2 english,Rero,Bironga Nyauma,"October 17, 2019",lughayangu,https://lughayangu.com/ekegusii/rero
,Its too cold today,3 ekegusii vs 2 english,Rero,Bironga Nyauma,"October 17, 2019",lughayangu,https://lughayangu.com/ekegusii/rero
Omosu,,2 ekegusii vs 1 english,Riororo,Purity,"July 23, 2026",lughayangu,https://lughayangu.com/ekegusii/riororo
amasosa,,2 ekegusii vs 1 english,Risosa,Purity,"July 23, 2026",lughayangu,https://lughayangu.com/ekegusii/risosaamasosa
babaganete risosa,,2 ekegusii vs 1 english,Risosa,Purity,"July 23, 2026",lughayangu,https://lughayangu.com/ekegusii/risosaamasosa
,They shared the pumpkin leaves amongt themselves,2 ekegusii vs 1 english,Risosa,Purity,"July 23, 2026",lughayangu,https://lughayangu.com/ekegusii/risosaamasosa
A banana.,,7 ekegusii vs 4 english,Ritoke,wakaliwao,"August 12, 2019",lughayangu,https://lughayangu.com/ekegusii/ritoke
Ritoke riagechirwe.,,7 ekegusii vs 4 english,Ritoke,wakaliwao,"August 12, 2019",lughayangu,https://lughayangu.com/ekegusii/ritoke
Banana,,7 ekegusii vs 4 english,Ritoke,wakaliwao,"August 12, 2019",lughayangu,https://lughayangu.com/ekegusii/ritoke
Ritoke eri nerigiya,,7 ekegusii vs 4 english,Ritoke,wakaliwao,"August 12, 2019",lughayangu,https://lughayangu.com/ekegusii/ritoke
Omomura ominto agorete ritoke rigima,,7 ekegusii vs 4 english,Ritoke,wakaliwao,"August 12, 2019",lughayangu,https://lughayangu.com/ekegusii/ritoke
Kae omwana ritoke,,7 ekegusii vs 4 english,Ritoke,wakaliwao,"August 12, 2019",lughayangu,https://lughayangu.com/ekegusii/ritoke
,A banana which has been cut.,7 ekegusii vs 4 english,Ritoke,wakaliwao,"August 12, 2019",lughayangu,https://lughayangu.com/ekegusii/ritoke
,This banana is good,7 ekegusii vs 4 english,Ritoke,wakaliwao,"August 12, 2019",lughayangu,https://lughayangu.com/ekegusii/ritoke
,My brother bought the entire banana,7 ekegusii vs 4 english,Ritoke,wakaliwao,"August 12, 2019",lughayangu,https://lughayangu.com/ekegusii/ritoke
,Give the child a banana,7 ekegusii vs 4 english,Ritoke,wakaliwao,"August 12, 2019",lughayangu,https://lughayangu.com/ekegusii/ritoke
Rituko ki?,,2 ekegusii vs 1 english,Rituko,Bironga Nyauma,"October 17, 2019",lughayangu,https://lughayangu.com/ekegusii/rituko
Barwanete rituko ri'omoerio ri'esukuru,,2 ekegusii vs 1 english,Rituko,Bironga Nyauma,"October 17, 2019",lughayangu,https://lughayangu.com/ekegusii/rituko
,They fought on the last day of school,2 ekegusii vs 1 english,Rituko,Bironga Nyauma,"October 17, 2019",lughayangu,https://lughayangu.com/ekegusii/rituko
Orange,,2 ekegusii vs 1 english,Ritunda riororo,Purity,"September 1, 2022",lughayangu,https://lughayangu.com/ekegusii/ritunda-riororo
omorwaire ariete ritunda riororo,,2 ekegusii vs 1 english,Ritunda riororo,Purity,"September 1, 2022",lughayangu,https://lughayangu.com/ekegusii/ritunda-riororo
,The patient ate an orange,2 ekegusii vs 1 english,Ritunda riororo,Purity,"September 1, 2022",lughayangu,https://lughayangu.com/ekegusii/ritunda-riororo
Bone,,3 ekegusii vs 2 english,Riuga,Purity,"August 26, 2022",lughayangu,https://lughayangu.com/ekegusii/riuga
Riuga ri'omokono ndire rinene kobua eri'egechara,,3 ekegusii vs 2 english,Riuga,Purity,"August 26, 2022",lughayangu,https://lughayangu.com/ekegusii/riuga
omwana aetwe riuga ribariri,,3 ekegusii vs 2 english,Riuga,Purity,"August 26, 2022",lughayangu,https://lughayangu.com/ekegusii/riuga
,The bone that makes up the arm is longer that the finger's,3 ekegusii vs 2 english,Riuga,Purity,"August 26, 2022",lughayangu,https://lughayangu.com/ekegusii/riuga
,the kid was given a red flower,3 ekegusii vs 2 english,Riuga,Purity,"August 26, 2022",lughayangu,https://lughayangu.com/ekegusii/riuga
Rwana bono,,3 ekegusii vs 0 english,Rwana,Bernard Momanyi Nyagaka,"February 9, 2023",lughayangu,https://lughayangu.com/ekegusii/rwana
By Bernard Momanyi Nyagaka,,3 ekegusii vs 0 english,Rwana,Bernard Momanyi Nyagaka,"February 9, 2023",lughayangu,https://lughayangu.com/ekegusii/rwana
Bernard Momanyi Nyagaka,,3 ekegusii vs 0 english,Rwana,Bernard Momanyi Nyagaka,"February 9, 2023",lughayangu,https://lughayangu.com/ekegusii/rwana
Tara gocha,,1 ekegusii vs 0 english,Tara,Anonymous,"July 30, 2023",lughayangu,https://lughayangu.com/ekegusii/tara
Tema amaswari yonsi,,1 ekegusii vs 0 english,Tema,Bironga Nyauma,"March 9, 2020",lughayangu,https://lughayangu.com/ekegusii/tema
Minti tore kianda,,2 ekegusii vs 1 english,Tore,Purity,"September 14, 2022",lughayangu,https://lughayangu.com/ekegusii/tore
,we are nine in our house,2 ekegusii vs 1 english,Tore,Purity,"September 14, 2022",lughayangu,https://lughayangu.com/ekegusii/tore
ndetere eyanga yane,,1 ekegusii vs 0 english,Yane,Purity,"September 14, 2022",lughayangu,https://lughayangu.com/ekegusii/yane
Orire omogate yonsi,,1 ekegusii vs 2 english,Yonsi,Bironga Nyauma,"March 9, 2020",lughayangu,https://lughayangu.com/ekegusii/yonsi
,All- whole of something,1 ekegusii vs 2 english,Yonsi,Bironga Nyauma,"March 9, 2020",lughayangu,https://lughayangu.com/ekegusii/yonsi
,He has eaten all the bread,1 ekegusii vs 2 english,Yonsi,Bironga Nyauma,"March 9, 2020",lughayangu,https://lughayangu.com/ekegusii/yonsi
